participant	list	presentationorder	verb	frame	response	nativeenglish	sentence
9	1	48	promise	NP Ved that S notense	5	True	Someone promised that something happen.
9	1	49	promise	NP Ved it that S notense	2	True	Someone promised it that something happen.
9	1	50	remember	NP Ved NP S	1	True	Someone remembered someone something happened.
9	1	51	imagine	NP Ved WH S	7	True	Someone imagined why something happened.
9	1	52	forget	NP Ved if S notense	2	True	Someone forgot if something happen.
9	1	53	expect	NP Ved WH to VP	1	True	Someone expected why to do something.
9	1	54	amaze	NP Ved it that S	1	True	Someone amazed it that something happened.
9	1	55	deny	It Ved NP that S notense	1	True	It denied someone that something happen.
9	1	56	think	NP Ved NP to VP	1	True	Someone thought someone to do something.
9	1	57	love	NP Ved WH S	6	True	Someone loved where something happened.
9	1	58	realize	NP Ved NP to VP	1	True	Someone realized someone to do something.
9	1	59	say	It Ved NP that S notense	1	True	It said someone that something happen.
9	1	60	demand	NP Ved NP about NP	5	True	Someone demanded someone about something.
55	1	1	need	NP Ved NP	6	True	Someone needed something.
55	1	2	remember	NP Ved NP that S notense	2	True	Someone remembered someone that something happen.
55	1	3	think	NP Ved NP VP	2	True	Someone thought someone do something.
55	1	4	expect	S, NP Ved	4	True	Something happened, someone expected.
55	1	5	allow	NP Ved if S	2	True	Someone allowed if something happened.
55	1	6	understand	NP Ved NP NP	2	True	Someone understood someone something.
55	1	7	imagine	S, I V	6	True	Something happened, I imagine.
55	1	8	suppose	NP Ved to VP	2	True	Someone supposed to do something.
55	1	9	bother	NP Ved NP S notense	2	True	Someone bothered someone something happen.
55	1	10	amaze	NP Ved that S	2	True	Someone amazed that something happened.
55	1	11	deny	It Ved NP to VP	6	True	It denied someone to do something.
55	1	12	forbid	NP Ved if S	2	True	Someone forbade if something happened.
55	1	13	worry	NP Ved there to VP	2	True	Someone worried there to be a particular thing in a particular place.
55	1	14	guess	It Ved NP WH to VP	2	True	It guessed someone how to do something.
55	1	15	hear	It Ved NP WH S	1	True	It heard someone where something happened.
55	1	16	tell	NP Ved it that S	6	True	Someone told it that something happened.
55	1	17	bother	NP Ved NP	6	True	Someone bothered something.
55	1	18	guess	NP was Ved to VP	2	True	Someone was guessed to do something.
55	1	19	forbid	NP Ved WH S	2	True	Someone forbade how something happened.
55	1	20	want	NP Ved NP that S	2	True	Someone wanted someone that something happened.
55	1	21	hear	It Ved NP WH to VP	2	True	It heard someone where to do something.
55	1	22	pretend	NP Ved VPing	2	True	Someone pretended doing something.
55	1	23	feel	NP Ved so	6	True	Someone felt so.
55	1	24	hope	It Ved NP WH S	2	True	It hoped someone how something happened.
55	1	25	say	It Ved NP to VP	2	True	It said someone to do something.
55	1	26	suppose	NP was Ved that S	2	True	Someone was supposed that something happened.
55	1	27	hate	It Ved NP WH S	2	True	It hated someone why something happened.
55	1	28	believe	NP Ved to NP that S notense	2	True	Someone believed to someone that something happen.
55	1	29	see	It Ved NP WH S	2	True	It saw someone why something happened.
55	1	30	need	NP Ved NP S notense	2	True	Someone needed someone something happen.
55	1	31	realize	NP Ved NP VP	2	True	Someone realized someone do something.
55	1	32	allow	NP Ved WH S	2	True	Someone allowed how something happened.
55	1	33	hope	It Ved NP that S	2	True	It hoped someone that something happened.
55	1	34	understand	NP Ved	6	True	Someone understood.
55	1	35	worry	NP Ved to NP that S	2	True	Someone worried to someone that something happened.
55	1	36	demand	NP Ved S	2	True	Someone demanded something happened.
55	1	37	tell	NP Ved that S	2	True	Someone told that something happened.
55	1	38	believe	NP Ved WH to VP	3	True	Someone believed where to do something.
55	1	39	want	NP Ved VPing	2	True	Someone wanted doing something.
55	1	40	forget	NP Ved WH to VP	6	True	Someone forgot how to do something.
55	1	41	pretend	NP Ved NP that S	2	True	Someone pretended someone that something happened.
55	1	42	doubt	NP Ved about NP	5	True	Someone doubted about something.
55	1	43	hate	It Ved NP WH to VP	2	True	It hated someone why to do something.
55	1	44	see	It Ved NP WH to VP	2	True	It saw someone why to do something.
55	1	45	feel	NP Ved to	2	True	Someone felt to.
55	1	46	love	NP was Ved that S notense	2	True	Someone was loved that something happen.
55	1	47	doubt	NP Ved for NP to VP	2	True	Someone doubted for someone to do something.
55	1	48	promise	NP Ved that S notense	2	True	Someone promised that something happen.
55	1	49	promise	NP Ved it that S notense	2	True	Someone promised it that something happen.
55	1	50	remember	NP Ved NP S	2	True	Someone remembered someone something happened.
55	1	51	imagine	NP Ved WH S	6	True	Someone imagined why something happened.
55	1	52	forget	NP Ved if S notense	2	True	Someone forgot if something happen.
55	1	53	expect	NP Ved WH to VP	2	True	Someone expected why to do something.
55	1	54	amaze	NP Ved it that S	2	True	Someone amazed it that something happened.
55	1	55	deny	It Ved NP that S notense	2	True	It denied someone that something happen.
55	1	56	think	NP Ved NP to VP	2	True	Someone thought someone to do something.
55	1	57	love	NP Ved WH S	6	True	Someone loved where something happened.
55	1	58	realize	NP Ved NP to VP	2	True	Someone realized someone to do something.
55	1	59	say	It Ved NP that S notense	2	True	It said someone that something happen.
55	1	60	demand	NP Ved NP about NP	2	True	Someone demanded someone about something.
101	1	1	need	NP Ved NP	7	True	Someone needed something.
101	1	2	remember	NP Ved NP that S notense	2	True	Someone remembered someone that something happen.
101	1	3	think	NP Ved NP VP	1	True	Someone thought someone do something.
101	1	4	expect	S, NP Ved	1	True	Something happened, someone expected.
101	1	5	allow	NP Ved if S	1	True	Someone allowed if something happened.
101	1	6	understand	NP Ved NP NP	1	True	Someone understood someone something.
101	1	7	imagine	S, I V	7	True	Something happened, I imagine.
101	1	8	suppose	NP Ved to VP	3	True	Someone supposed to do something.
101	1	9	bother	NP Ved NP S notense	1	True	Someone bothered someone something happen.
101	1	10	amaze	NP Ved that S	4	True	Someone amazed that something happened.
101	1	11	deny	It Ved NP to VP	5	True	It denied someone to do something.
101	1	12	forbid	NP Ved if S	2	True	Someone forbade if something happened.
101	1	13	worry	NP Ved there to VP	1	True	Someone worried there to be a particular thing in a particular place.
101	1	14	guess	It Ved NP WH to VP	1	True	It guessed someone how to do something.
101	1	15	hear	It Ved NP WH S	7	True	It heard someone where something happened.
101	1	16	tell	NP Ved it that S	7	True	Someone told it that something happened.
101	1	17	bother	NP Ved NP	7	True	Someone bothered something.
101	1	18	guess	NP was Ved to VP	1	True	Someone was guessed to do something.
101	1	19	forbid	NP Ved WH S	3	True	Someone forbade how something happened.
101	1	20	want	NP Ved NP that S	1	True	Someone wanted someone that something happened.
101	1	21	hear	It Ved NP WH to VP	1	True	It heard someone where to do something.
101	1	22	pretend	NP Ved VPing	1	True	Someone pretended doing something.
101	1	23	feel	NP Ved so	4	True	Someone felt so.
101	1	24	hope	It Ved NP WH S	1	True	It hoped someone how something happened.
101	1	25	say	It Ved NP to VP	1	True	It said someone to do something.
101	1	26	suppose	NP was Ved that S	1	True	Someone was supposed that something happened.
101	1	27	hate	It Ved NP WH S	1	True	It hated someone why something happened.
101	1	28	believe	NP Ved to NP that S notense	1	True	Someone believed to someone that something happen.
101	1	29	see	It Ved NP WH S	1	True	It saw someone why something happened.
101	1	30	need	NP Ved NP S notense	1	True	Someone needed someone something happen.
101	1	31	realize	NP Ved NP VP	1	True	Someone realized someone do something.
101	1	32	allow	NP Ved WH S	1	True	Someone allowed how something happened.
101	1	33	hope	It Ved NP that S	1	True	It hoped someone that something happened.
101	1	34	understand	NP Ved	7	True	Someone understood.
101	1	35	worry	NP Ved to NP that S	1	True	Someone worried to someone that something happened.
101	1	36	demand	NP Ved S	3	True	Someone demanded something happened.
101	1	37	tell	NP Ved that S	5	True	Someone told that something happened.
101	1	38	believe	NP Ved WH to VP	3	True	Someone believed where to do something.
101	1	39	want	NP Ved VPing	1	True	Someone wanted doing something.
101	1	40	forget	NP Ved WH to VP	7	True	Someone forgot how to do something.
101	1	41	pretend	NP Ved NP that S	1	True	Someone pretended someone that something happened.
101	1	42	doubt	NP Ved about NP	4	True	Someone doubted about something.
101	1	43	hate	It Ved NP WH to VP	1	True	It hated someone why to do something.
101	1	44	see	It Ved NP WH to VP	1	True	It saw someone why to do something.
101	1	45	feel	NP Ved to	1	True	Someone felt to.
101	1	46	love	NP was Ved that S notense	1	True	Someone was loved that something happen.
101	1	47	doubt	NP Ved for NP to VP	1	True	Someone doubted for someone to do something.
101	1	48	promise	NP Ved that S notense	2	True	Someone promised that something happen.
101	1	49	promise	NP Ved it that S notense	2	True	Someone promised it that something happen.
101	1	50	remember	NP Ved NP S	1	True	Someone remembered someone something happened.
101	1	51	imagine	NP Ved WH S	7	True	Someone imagined why something happened.
101	1	52	forget	NP Ved if S notense	3	True	Someone forgot if something happen.
101	1	53	expect	NP Ved WH to VP	1	True	Someone expected why to do something.
101	1	54	amaze	NP Ved it that S	1	True	Someone amazed it that something happened.
101	1	55	deny	It Ved NP that S notense	1	True	It denied someone that something happen.
101	1	56	think	NP Ved NP to VP	2	True	Someone thought someone to do something.
101	1	57	love	NP Ved WH S	7	True	Someone loved where something happened.
101	1	58	realize	NP Ved NP to VP	2	True	Someone realized someone to do something.
101	1	59	say	It Ved NP that S notense	1	True	It said someone that something happen.
101	1	60	demand	NP Ved NP about NP	5	True	Someone demanded someone about something.
19	1	1	need	NP Ved NP	7	True	Someone needed something.
19	1	2	remember	NP Ved NP that S notense	3	True	Someone remembered someone that something happen.
19	1	3	think	NP Ved NP VP	4	True	Someone thought someone do something.
19	1	4	expect	S, NP Ved	3	True	Something happened, someone expected.
19	1	5	allow	NP Ved if S	3	True	Someone allowed if something happened.
19	1	6	understand	NP Ved NP NP	2	True	Someone understood someone something.
19	1	7	imagine	S, I V	6	True	Something happened, I imagine.
19	1	8	suppose	NP Ved to VP	3	True	Someone supposed to do something.
19	1	9	bother	NP Ved NP S notense	2	True	Someone bothered someone something happen.
19	1	10	amaze	NP Ved that S	4	True	Someone amazed that something happened.
19	1	11	deny	It Ved NP to VP	4	True	It denied someone to do something.
19	1	12	forbid	NP Ved if S	3	True	Someone forbade if something happened.
19	1	13	worry	NP Ved there to VP	2	True	Someone worried there to be a particular thing in a particular place.
19	1	14	guess	It Ved NP WH to VP	4	True	It guessed someone how to do something.
19	1	15	hear	It Ved NP WH S	2	True	It heard someone where something happened.
19	1	16	tell	NP Ved it that S	6	True	Someone told it that something happened.
19	1	17	bother	NP Ved NP	6	True	Someone bothered something.
19	1	18	guess	NP was Ved to VP	2	True	Someone was guessed to do something.
19	1	19	forbid	NP Ved WH S	2	True	Someone forbade how something happened.
19	1	20	want	NP Ved NP that S	3	True	Someone wanted someone that something happened.
19	1	21	hear	It Ved NP WH to VP	2	True	It heard someone where to do something.
19	1	22	pretend	NP Ved VPing	4	True	Someone pretended doing something.
19	1	23	feel	NP Ved so	3	True	Someone felt so.
19	1	24	hope	It Ved NP WH S	2	True	It hoped someone how something happened.
19	1	25	say	It Ved NP to VP	2	True	It said someone to do something.
19	1	26	suppose	NP was Ved that S	2	True	Someone was supposed that something happened.
19	1	27	hate	It Ved NP WH S	2	True	It hated someone why something happened.
19	1	28	believe	NP Ved to NP that S notense	1	True	Someone believed to someone that something happen.
19	1	29	see	It Ved NP WH S	2	True	It saw someone why something happened.
19	1	30	need	NP Ved NP S notense	3	True	Someone needed someone something happen.
19	1	31	realize	NP Ved NP VP	2	True	Someone realized someone do something.
19	1	32	allow	NP Ved WH S	2	True	Someone allowed how something happened.
19	1	33	hope	It Ved NP that S	2	True	It hoped someone that something happened.
19	1	34	understand	NP Ved	6	True	Someone understood.
19	1	35	worry	NP Ved to NP that S	6	True	Someone worried to someone that something happened.
19	1	36	demand	NP Ved S	4	True	Someone demanded something happened.
19	1	37	tell	NP Ved that S	2	True	Someone told that something happened.
19	1	38	believe	NP Ved WH to VP	2	True	Someone believed where to do something.
19	1	39	want	NP Ved VPing	2	True	Someone wanted doing something.
19	1	40	forget	NP Ved WH to VP	7	True	Someone forgot how to do something.
19	1	41	pretend	NP Ved NP that S	4	True	Someone pretended someone that something happened.
19	1	42	doubt	NP Ved about NP	4	True	Someone doubted about something.
19	1	43	hate	It Ved NP WH to VP	2	True	It hated someone why to do something.
19	1	44	see	It Ved NP WH to VP	2	True	It saw someone why to do something.
19	1	45	feel	NP Ved to	2	True	Someone felt to.
19	1	46	love	NP was Ved that S notense	2	True	Someone was loved that something happen.
19	1	47	doubt	NP Ved for NP to VP	2	True	Someone doubted for someone to do something.
19	1	48	promise	NP Ved that S notense	3	True	Someone promised that something happen.
