verb	frame	polarity	sentence	veridicalitylike	veridicalitynorm
vex	NP was Ved that S	positive	Someone was vexed that a particular thing happened	-0.16810794	1.9783477
enthrall	NP was Ved that S	negative	Someone wasn\'t enthralled that a particular thing happened	-0.24920417	1.9752321
enthrall	NP was Ved that S	positive	Someone was enthralled that a particular thing happened	-0.10445732	1.9752321
spellbind	NP was Ved that S	positive	Someone was spellbound that a particular thing happened	-0.16855466	1.9728248
spellbind	NP was Ved that S	negative	Someone wasn\'t spellbound that a particular thing happened	-0.21326745	1.9728248
recognize	NP Ved that S	positive	Someone recognized that a particular thing happened	-0.08173561	1.971473
recognize	NP Ved that S	negative	Someone didn\'t recognize that a particular thing happened	-0.14139335	1.971473
sicken	NP was Ved that S	negative	Someone wasn\'t sickened that a particular thing happened	-0.09597173	1.9653436
sicken	NP was Ved that S	positive	Someone was sickened that a particular thing happened	-0.0865292	1.9653436
appall	NP was Ved to VP[+eventive]	positive	A particular person was appalled to do a particular thing.	-0.37499377	1.9585397
appall	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t appalled to do a particular thing.	-0.28155026	1.9585397
stimulate	NP was Ved that S	negative	Someone wasn\'t stimulated that a particular thing happened	-0.10995343	1.9572884
stimulate	NP was Ved that S	positive	Someone was stimulated that a particular thing happened	-0.13867323	1.9572884
rouse	NP was Ved that S	positive	Someone was roused that a particular thing happened	-0.27511954	1.9499048
rouse	NP was Ved that S	negative	Someone wasn\'t roused that a particular thing happened	-0.23630062	1.9499048
anguish	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t anguished to have a particular thing.	-0.52220136	1.9454291
anguish	NP was Ved to VP[-eventive]	positive	A particular person was anguished to have a particular thing.	-0.47651035	1.9454291
torture	NP was Ved that S	negative	Someone wasn\'t tortured that a particular thing happened	-0.13600005	1.9437021
torture	NP was Ved that S	positive	Someone was tortured that a particular thing happened	-0.13470238	1.9437021
awe	NP was Ved to VP[-eventive]	positive	A particular person was awed to have a particular thing.	-0.36561215	1.9308116
awe	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t awed to have a particular thing.	-0.25367665	1.9308116
regret	NP Ved that S	negative	Someone didn\'t regret that a particular thing happened	-0.1510825	1.9291492
regret	NP Ved that S	positive	Someone regretted that a particular thing happened	-0.08713277	1.9291492
miff	NP was Ved that S	positive	Someone was miffed that a particular thing happened	-0.19297588	1.9198012
miff	NP was Ved that S	negative	Someone wasn\'t miffed that a particular thing happened	-0.12524383	1.9198012
crush	NP was Ved to VP[-eventive]	positive	A particular person was crushed to have a particular thing.	-0.2936561	1.9147692
crush	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t crushed to have a particular thing.	-0.75458586	1.9147692
disturb	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t disturbed to have a particular thing.	-0.45885578	1.9115115
disturb	NP was Ved to VP[-eventive]	positive	A particular person was disturbed to have a particular thing.	-0.49842915	1.9115115
distress	NP was Ved that S	positive	Someone was distressed that a particular thing happened	-0.23597795	1.9109926
distress	NP was Ved that S	negative	Someone wasn\'t distressed that a particular thing happened	-0.09084268	1.9109926
annoy	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t annoyed to do a particular thing.	-0.32560453	1.9095471
annoy	NP was Ved to VP[+eventive]	positive	A particular person was annoyed to do a particular thing.	-0.37027657	1.9095471
surprise	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t surprised to do a particular thing.	-0.381442	1.9010916
surprise	NP was Ved to VP[+eventive]	positive	A particular person was surprised to do a particular thing.	-0.20560099	1.9010916
fascinate	NP was Ved that S	negative	Someone wasn\'t fascinated that a particular thing happened	-0.18770815	1.898535
fascinate	NP was Ved that S	positive	Someone was fascinated that a particular thing happened	-0.10361882	1.898535
help	NP was Ved to VP[+eventive]	positive	A particular person was helped to do a particular thing.	-0.38688225	1.896896
help	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t helped to do a particular thing.	-0.33033192	1.896896
warn	NP was Ved that S	negative	Someone wasn\'t warned that a particular thing happened	-0.11282335	1.8909461
warn	NP was Ved that S	positive	Someone was warned that a particular thing happened	-0.06533083	1.8909461
enrage	NP was Ved to VP[-eventive]	positive	A particular person was enraged to have a particular thing.	-0.4784516	1.8688781
enrage	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t enraged to have a particular thing.	-0.46255365	1.8688781
infuriate	NP was Ved that S	negative	Someone wasn\'t infuriated that a particular thing happened	-0.12197165	1.8638237
infuriate	NP was Ved that S	positive	Someone was infuriated that a particular thing happened	-0.10655209	1.8638237
elate	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t elated to do a particular thing.	-0.3883678	1.8594126
elate	NP was Ved to VP[+eventive]	positive	A particular person was elated to do a particular thing.	-0.35552537	1.8594126
update	NP was Ved that S	positive	Someone was updated that a particular thing happened	-0.115972966	1.8582062
update	NP was Ved that S	negative	Someone wasn\'t updated that a particular thing happened	-0.23716642	1.8582062
agitate	NP was Ved that S	negative	Someone wasn\'t agitated that a particular thing happened	-0.20150916	1.8578378
agitate	NP was Ved that S	positive	Someone was agitated that a particular thing happened	-0.10586735	1.8578378
disappoint	NP was Ved that S	negative	Someone wasn\'t disappointed that a particular thing happened	-0.20609422	1.8444151
disappoint	NP was Ved that S	positive	Someone was disappointed that a particular thing happened	-0.094201736	1.8444151
weep	NP Ved that S	positive	Someone wept that a particular thing happened	-0.113999866	1.8431772
weep	NP Ved that S	negative	Someone didn\'t weep that a particular thing happened	-0.34973463	1.8431772
disgrace	NP was Ved that S	positive	Someone was disgraced that a particular thing happened	-0.09719434	1.8350387
disgrace	NP was Ved that S	negative	Someone wasn\'t disgraced that a particular thing happened	-0.2796557	1.8350387
understand	NP Ved that S	negative	Someone didn\'t understand that a particular thing happened	-0.2851891	1.8251444
understand	NP Ved that S	positive	Someone understood that a particular thing happened	-0.09337206	1.8251444
embitter	NP was Ved that S	negative	Someone wasn\'t embittered that a particular thing happened	-0.1902437	1.8217583
embitter	NP was Ved that S	positive	Someone was embittered that a particular thing happened	-0.2049601	1.8217583
irritate	NP was Ved that S	positive	Someone was irritated that a particular thing happened	-0.11035155	1.8199416
irritate	NP was Ved that S	negative	Someone wasn\'t irritated that a particular thing happened	-0.21298943	1.8199416
charm	NP was Ved to VP[-eventive]	positive	A particular person was charmed to have a particular thing.	-0.2845112	1.8189029
charm	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t charmed to have a particular thing.	-0.80100083	1.8189029
fluster	NP was Ved that S	positive	Someone was flustered that a particular thing happened	-0.09356526	1.8036661
fluster	NP was Ved that S	negative	Someone wasn\'t flustered that a particular thing happened	-0.13835807	1.8036661
mean	NP Ved for NP to VP	negative	Someone didn\'t mean for a particular thing to happen.	-0.36937097	1.7914543
mean	NP Ved for NP to VP	positive	Someone meant for a particular thing to happen.	-0.25986785	1.7914543
exhilarate	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t exhilarated to have a particular thing.	-0.541124	1.7824172
exhilarate	NP was Ved to VP[-eventive]	positive	A particular person was exhilarated to have a particular thing.	-0.28648007	1.7824172
pout	NP Ved that S	positive	Someone pouted that a particular thing happened	-0.14170878	1.7774371
pout	NP Ved that S	negative	Someone didn\'t pout that a particular thing happened	-0.09767683	1.7774371
cause	NP Ved NP to VP[+eventive]	negative	Someone didn\'t cause a particular person to do a particular thing.	-0.45819005	1.7742134
cause	NP Ved NP to VP[+eventive]	positive	Someone caused a particular person to do a particular thing.	-0.28993014	1.7742134
irk	NP was Ved to VP[+eventive]	positive	A particular person was irked to do a particular thing.	-0.31960288	1.7715908
irk	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t irked to do a particular thing.	-0.34050614	1.7715908
boggle	NP was Ved that S	positive	Someone was boggled that a particular thing happened	-0.09802199	1.771269
boggle	NP was Ved that S	negative	Someone wasn\'t boggled that a particular thing happened	-0.26568618	1.771269
conceal	NP Ved that S	positive	Someone concealed that a particular thing happened	-0.10288359	1.770682
conceal	NP Ved that S	negative	Someone didn\'t conceal that a particular thing happened	-0.24059984	1.770682
comfort	NP was Ved that S	positive	Someone was comforted that a particular thing happened	-0.14274822	1.755808
comfort	NP was Ved that S	negative	Someone wasn\'t comforted that a particular thing happened	-0.17535996	1.755808
upset	NP was Ved to VP[+eventive]	positive	A particular person was upset to do a particular thing.	-0.442296	1.7451223
upset	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t upset to do a particular thing.	-0.32722318	1.7451223
anger	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t angered to do a particular thing.	-0.89314204	1.7450434
anger	NP was Ved to VP[+eventive]	positive	A particular person was angered to do a particular thing.	-0.31388843	1.7450434
confirm	NP was Ved to VP[+eventive]	positive	A particular person was confirmed to do a particular thing.	-0.43098748	1.7435718
confirm	NP was Ved to VP[+eventive]	negative	A particular person wasn\'t confirmed to do a particular thing.	-0.44785243	1.7435718
overwhelm	NP was Ved that S	negative	Someone wasn\'t overwhelmed that a particular thing happened	-0.14629953	1.740271
overwhelm	NP was Ved that S	positive	Someone was overwhelmed that a particular thing happened	-0.07203333	1.740271
flip_out	NP Ved that S	negative	Someone didn\'t flip out that a particular thing happened	-0.14294775	1.7394865
flip_out	NP Ved that S	positive	Someone flipped out that a particular thing happened	-0.07060066	1.7394865
appease	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t appeased to have a particular thing.	-0.2662931	1.7336314
appease	NP was Ved to VP[-eventive]	positive	A particular person was appeased to have a particular thing.	-0.30903295	1.7336314
humble	NP was Ved that S	negative	Someone wasn\'t humbled that a particular thing happened	-0.18089575	1.7282917
humble	NP was Ved that S	positive	Someone was humbled that a particular thing happened	-0.13372202	1.7282917
daze	NP was Ved that S	positive	Someone was dazed that a particular thing happened	-0.104744	1.7190917
daze	NP was Ved that S	negative	Someone wasn\'t dazed that a particular thing happened	-0.35778967	1.7190917
stress	NP was Ved that S	positive	Someone was stressed that a particular thing happened	-0.19790356	1.7144411
stress	NP was Ved that S	negative	Someone wasn\'t stressed that a particular thing happened	-0.071866125	1.7144411
relieve	NP was Ved that S	negative	Someone wasn\'t relieved that a particular thing happened	-0.26792303	1.6953849
relieve	NP was Ved that S	positive	Someone was relieved that a particular thing happened	-0.10326613	1.6953849
unsettle	NP was Ved to VP[-eventive]	negative	A particular person wasn\'t unsettled to have a particular thing.	-0.69421595	1.6877409
