participant	list	presentationorder	verb	frame	tense	sentence	response	nativeenglish	version
30	0	39	clarify	NP V whichNP S	past	Someone clarified which thing happened.	6.0	True	1
16	0	41	clarify	NP V whichNP S	past	Someone clarified which thing happened.	7.0	True	1
6	0	44	clarify	NP V whichNP S	past	Someone clarified which thing happened.	6.0	True	1
31	0	8	clarify	NP V whichNP S	past	Someone clarified which thing happened.	5.0	True	1
12	0	32	clarify	NP V whichNP S	past	Someone clarified which thing happened.	7.0	True	1
18	0	2	clarify	NP V whichNP S	past	Someone clarified which thing happened.	7.0	True	1
41	0	30	clarify	NP V whichNP S	past	Someone clarified which thing happened.	6.0	True	1
3	0	17	clarify	NP V whichNP S	past	Someone clarified which thing happened.	7.0	True	1
4	0	2	clarify	NP V whichNP S	past	Someone clarified which thing happened.	5.0	True	1
39	0	42	clarify	NP V whichNP S	past	Someone clarified which thing happened.	6.0	True	1
19	0	31	clarify	NP V whichNP S	past	Someone clarified which thing happened.	5.0	True	1
25	0	11	clarify	NP V whichNP S	past	Someone clarified which thing happened.	5.0	True	1
8	0	6	clarify	NP V whichNP S	past	Someone clarified which thing happened.	7.0	True	1
27	0	33	clarify	NP V whichNP S	past	Someone clarified which thing happened.	7.0	True	1
40	0	37	clarify	NP V whichNP S	past	Someone clarified which thing happened.	2.0	True	1
13	0	47	clarify	NP V whichNP S	past	Someone clarified which thing happened.	7.0	True	1
22	0	5	clarify	NP V whichNP S	past	Someone clarified which thing happened.	7.0	True	1
9	0	15	clarify	NP V whichNP S	past	Someone clarified which thing happened.	7.0	True	1
14	0	1	clarify	NP V whichNP S	past	Someone clarified which thing happened.	6.0	True	1
28	0	23	clarify	NP V whichNP S	past	Someone clarified which thing happened.	4.0	True	1
35	0	2	clarify	NP V whichNP S	past	Someone clarified which thing happened.	5.0	True	1
23	0	1	clarify	NP V whichNP S	past	Someone clarified which thing happened.	6.0	True	1
44	0	21	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	3.0	True	2
10	0	30	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	5.0	True	2
33	0	21	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	5.0	True	2
24	0	15	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	3.0	True	2
2	0	47	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	1.0	True	2
47	0	46	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	4.0	True	2
17	0	49	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	5.0	True	2
43	0	48	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	5.0	True	2
20	0	30	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	5.0	True	2
42	0	50	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	2.0	True	2
34	0	32	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	5.0	True	2
11	0	29	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	5.0	True	2
5	0	45	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	4.0	True	2
38	0	49	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	7.0	True	2
0	0	37	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	3.0	True	2
48	0	21	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	3.0	True	2
37	0	3	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	4.0	True	2
26	0	38	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	4.0	True	2
29	0	40	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	7.0	True	2
46	0	38	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	7.0	True	2
1	0	32	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	4.0	True	2
32	0	39	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	4.0	True	2
7	0	37	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	3.0	True	2
36	0	12	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	7.0	True	2
49	0	33	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	5.0	True	2
15	0	47	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	6.0	True	2
21	0	47	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	5.0	True	2
45	0	24	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	5.0	True	2
30	0	49	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	2.0	True	2
16	0	4	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	4.0	True	2
6	0	31	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	4.0	True	2
31	0	39	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	2.0	True	2
12	0	45	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	7.0	True	2
18	0	4	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	5.0	True	2
41	0	37	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	1.0	True	2
3	0	32	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	1.0	True	2
4	0	33	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	3.0	True	2
39	0	40	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	2.0	True	2
19	0	37	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	4.0	True	2
25	0	12	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	6.0	True	2
8	0	20	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	5.0	True	2
27	0	37	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	4.0	True	2
40	0	4	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	2.0	True	2
13	0	41	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	6.0	True	2
22	0	46	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	2.0	True	2
9	0	24	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	3.0	True	2
14	0	28	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	4.0	True	2
28	0	38	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	4.0	True	2
35	0	4	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	3.0	True	2
23	0	23	comprehend	S, I V	past_progressive	Something happened, I was comprehending.	6.0	True	2
44	0	46	confuse	NP V VPing	present	Someone confuses doing something.	2.0	True	2
10	0	27	confuse	NP V VPing	present	Someone confuses doing something.	3.0	True	2
33	0	29	confuse	NP V VPing	present	Someone confuses doing something.	1.0	True	2
24	0	18	confuse	NP V VPing	present	Someone confuses doing something.	4.0	True	2
2	0	4	confuse	NP V VPing	present	Someone confuses doing something.	1.0	True	2
47	0	34	confuse	NP V VPing	present	Someone confuses doing something.	3.0	True	2
17	0	25	confuse	NP V VPing	present	Someone confuses doing something.	5.0	True	2
43	0	35	confuse	NP V VPing	present	Someone confuses doing something.	1.0	True	2
20	0	36	confuse	NP V VPing	present	Someone confuses doing something.	2.0	True	2
42	0	47	confuse	NP V VPing	present	Someone confuses doing something.	3.0	True	2
34	0	17	confuse	NP V VPing	present	Someone confuses doing something.	2.0	True	2
11	0	36	confuse	NP V VPing	present	Someone confuses doing something.	4.0	True	2
5	0	18	confuse	NP V VPing	present	Someone confuses doing something.	5.0	True	2
38	0	25	confuse	NP V VPing	present	Someone confuses doing something.	5.0	True	2
0	0	31	confuse	NP V VPing	present	Someone confuses doing something.	5.0	True	2
48	0	27	confuse	NP V VPing	present	Someone confuses doing something.	2.0	True	2
37	0	34	confuse	NP V VPing	present	Someone confuses doing something.	2.0	True	2
26	0	31	confuse	NP V VPing	present	Someone confuses doing something.	5.0	True	2
29	0	10	confuse	NP V VPing	present	Someone confuses doing something.	2.0	True	2
46	0	11	confuse	NP V VPing	present	Someone confuses doing something.	6.0	True	2
1	0	43	confuse	NP V VPing	present	Someone confuses doing something.	2.0	True	2
32	0	11	confuse	NP V VPing	present	Someone confuses doing something.	3.0	True	2
7	0	17	confuse	NP V VPing	present	Someone confuses doing something.	5.0	True	2
36	0	17	confuse	NP V VPing	present	Someone confuses doing something.	3.0	True	2
49	0	28	confuse	NP V VPing	present	Someone confuses doing something.	4.0	True	2
15	0	45	confuse	NP V VPing	present	Someone confuses doing something.	3.0	True	2
21	0	7	confuse	NP V VPing	present	Someone confuses doing something.	6.0	True	2
45	0	36	confuse	NP V VPing	present	Someone confuses doing something.	5.0	True	2
30	0	18	confuse	NP V VPing	present	Someone confuses doing something.	4.0	True	2
16	0	11	confuse	NP V VPing	present	Someone confuses doing something.	6.0	True	2
6	0	47	confuse	NP V VPing	present	Someone confuses doing something.	3.0	True	2
31	0	26	confuse	NP V VPing	present	Someone confuses doing something.	2.0	True	2
12	0	11	confuse	NP V VPing	present	Someone confuses doing something.	2.0	True	2
18	0	25	confuse	NP V VPing	present	Someone confuses doing something.	4.0	True	2
41	0	36	confuse	NP V VPing	present	Someone confuses doing something.	3.0	True	2
3	0	33	confuse	NP V VPing	present	Someone confuses doing something.	1.0	True	2
4	0	10	confuse	NP V VPing	present	Someone confuses doing something.	1.0	True	2
39	0	11	confuse	NP V VPing	present	Someone confuses doing something.	2.0	True	2
19	0	50	confuse	NP V VPing	present	Someone confuses doing something.	1.0	True	2
25	0	42	confuse	NP V VPing	present	Someone confuses doing something.	4.0	True	2
8	0	44	confuse	NP V VPing	present	Someone confuses doing something.	4.0	True	2
27	0	46	confuse	NP V VPing	present	Someone confuses doing something.	3.0	True	2
40	0	36	confuse	NP V VPing	present	Someone confuses doing something.	2.0	True	2
13	0	36	confuse	NP V VPing	present	Someone confuses doing something.	3.0	True	2
22	0	32	confuse	NP V VPing	present	Someone confuses doing something.	2.0	True	2
9	0	11	confuse	NP V VPing	present	Someone confuses doing something.	6.0	True	2
14	0	30	confuse	NP V VPing	present	Someone confuses doing something.	4.0	True	2
28	0	33	confuse	NP V VPing	present	Someone confuses doing something.	5.0	True	2
35	0	47	confuse	NP V VPing	present	Someone confuses doing something.	4.0	True	2
23	0	7	confuse	NP V VPing	present	Someone confuses doing something.	5.0	True	2
44	0	37	crack	NP V NP	past	Someone cracked something.	7.0	True	1
10	0	32	crack	NP V NP	past	Someone cracked something.	6.0	True	1
33	0	23	crack	NP V NP	past	Someone cracked something.	7.0	True	1
24	0	8	crack	NP V NP	past	Someone cracked something.	7.0	True	1
2	0	37	crack	NP V NP	past	Someone cracked something.	1.0	True	1
47	0	41	crack	NP V NP	past	Someone cracked something.	7.0	True	1
17	0	35	crack	NP V NP	past	Someone cracked something.	5.0	True	1
43	0	19	crack	NP V NP	past	Someone cracked something.	6.0	True	1
20	0	3	crack	NP V NP	past	Someone cracked something.	6.0	True	1
42	0	23	crack	NP V NP	past	Someone cracked something.	5.0	True	1
34	0	4	crack	NP V NP	past	Someone cracked something.	7.0	True	1
11	0	34	crack	NP V NP	past	Someone cracked something.	7.0	True	1
5	0	8	crack	NP V NP	past	Someone cracked something.	7.0	True	1
38	0	21	crack	NP V NP	past	Someone cracked something.	7.0	True	1
0	0	27	crack	NP V NP	past	Someone cracked something.	4.0	True	1
48	0	37	crack	NP V NP	past	Someone cracked something.	3.0	True	1
37	0	23	crack	NP V NP	past	Someone cracked something.	5.0	True	1
26	0	24	crack	NP V NP	past	Someone cracked something.	7.0	True	1
29	0	20	crack	NP V NP	past	Someone cracked something.	7.0	True	1
46	0	23	crack	NP V NP	past	Someone cracked something.	7.0	True	1
1	0	2	crack	NP V NP	past	Someone cracked something.	7.0	True	1
32	0	45	crack	NP V NP	past	Someone cracked something.	7.0	True	1
7	0	36	crack	NP V NP	past	Someone cracked something.	6.0	True	1
36	0	2	crack	NP V NP	past	Someone cracked something.	7.0	True	1
49	0	15	crack	NP V NP	past	Someone cracked something.	5.0	True	1
15	0	6	crack	NP V NP	past	Someone cracked something.	5.0	True	1
21	0	3	crack	NP V NP	past	Someone cracked something.	6.0	True	1
45	0	40	crack	NP V NP	past	Someone cracked something.	7.0	True	1
30	0	22	crack	NP V NP	past	Someone cracked something.	7.0	True	1
16	0	7	crack	NP V NP	past	Someone cracked something.	7.0	True	1
6	0	24	crack	NP V NP	past	Someone cracked something.	7.0	True	1
