participant	list	presentationorder	verb	frame	response	nativeenglish	sentence
7	2	1	see	NP Ved NP	4	True	Someone saw something.
7	2	2	see	NP was Ved	4	True	Someone was seen.
7	2	3	see	NP Ved	6	True	Someone saw.
7	2	4	see	NP Ved NP whichNP S	5	True	Someone saw someone which thing happened.
7	2	5	see	NP Ved so	4	True	Someone saw so.
7	2	6	see	NP was Ved whichNP S	6	True	Someone was seen which thing happened.
7	2	7	see	NP Ved that S[-tense]	5	True	Someone saw that something happen.
7	2	8	see	NP was Ved S	4	True	Someone was seen something happened.
7	2	9	see	S, I V	6	True	Something happened, I see.
7	2	10	see	NP Ved NP that S[-tense]	5	True	Someone saw someone that something happen.
7	2	11	see	NP Ved NP VP	4	True	Someone saw someone do something.
7	2	12	see	NP Ved NP whether S	4	True	Someone saw someone whether something happened.
7	2	13	see	NP was Ved so	4	True	Someone was seen so.
7	2	14	see	NP was Ved about NP	4	True	Someone was seen about something.
7	2	15	see	NP Ved NP VPing	6	True	Someone saw someone doing something.
7	2	16	see	NP Ved that S[+future]	5	True	Someone saw that something would happen.
7	2	17	see	NP Ved to VP[-eventive]	5	True	Someone saw to have something.
7	2	18	see	NP was Ved that S	5	True	Someone was seen that something happened.
7	2	19	see	NP Ved NP to VP[-eventive]	5	True	Someone saw someone to have something.
7	2	20	see	NP Ved NP that S	6	True	Someone saw someone that something happened.
7	2	21	see	NP was Ved to VP[-eventive]	4	True	Someone was seen to have something.
7	2	22	see	NP was Ved whether S[+future]	4	True	Someone was seen whether something would happen.
7	2	23	see	NP Ved VPing	4	True	Someone saw doing something.
7	2	24	see	NP was Ved whether S	4	True	Someone was seen whether something happened.
7	2	25	see	NP Ved NP to VP[+eventive]	4	True	Someone saw someone to do something.
7	2	26	see	NP Ved NP whether S[+future]	6	True	Someone saw someone whether something would happen.
7	2	27	see	NP Ved about whether S	6	True	Someone saw about whether something happened.
7	2	28	see	NP Ved to NP that S[+future]	6	True	Someone saw to someone that something would happen.
7	2	29	see	NP Ved to VP[+eventive]	6	True	Someone saw to do something.
7	2	30	see	NP Ved NP that S[+future]	6	True	Someone saw someone that something would happen.
7	2	31	see	NP Ved whether to VP	5	True	Someone saw whether to do something.
7	2	32	see	NP was Ved that S[+future]	4	True	Someone was seen that something would happen.
7	2	33	see	NP Ved for NP to VP	6	True	Someone saw for something to happen.
7	2	34	see	NP was Ved whichNP to VP	5	True	Someone was seen which thing to do.
7	2	35	see	NP Ved whichNP S	4	True	Someone saw which thing happened.
7	2	36	see	NP Ved to NP that S	6	True	Someone saw to someone that something happened.
7	2	37	see	NP Ved whether S	6	True	Someone saw whether something happened.
7	2	38	see	NP Ved that S	6	True	Someone saw that something happened.
7	2	39	see	NP Ved to NP that S[-tense]	6	True	Someone saw to someone that something happen.
7	2	40	see	NP Ved NP to NP	5	True	Someone saw something to someone.
7	2	41	see	NP Ved whichNP to VP	4	True	Someone saw which thing to do.
7	2	42	see	NP was Ved about whether S	6	True	Someone was seen about whether something happened.
7	2	43	see	NP Ved to NP whether S	5	True	Someone saw to someone whether something happened.
7	2	44	see	NP was Ved whether to VP	4	True	Someone was seen whether to do something.
7	2	45	see	NP Ved S	6	True	Someone saw something happened.
7	2	46	see	NP Ved to NP whether S[+future]	5	True	Someone saw to someone whether something happen.
7	2	47	see	NP was Ved that S[-tense]	4	True	Someone was seen that something happen.
7	2	48	see	NP was Ved to VP[+eventive]	6	True	Someone was seen to do something.
7	2	49	see	NP Ved about NP	5	True	Someone saw about something.
7	2	50	see	NP Ved whether S[+future]	6	True	Someone saw whether something would happen.
26	2	1	see	NP Ved NP	7	True	Someone saw something.
26	2	2	see	NP was Ved	7	True	Someone was seen.
26	2	3	see	NP Ved	5	True	Someone saw.
26	2	4	see	NP Ved NP whichNP S	2	True	Someone saw someone which thing happened.
26	2	5	see	NP Ved so	1	True	Someone saw so.
26	2	6	see	NP was Ved whichNP S	1	True	Someone was seen which thing happened.
26	2	7	see	NP Ved that S[-tense]	3	True	Someone saw that something happen.
26	2	8	see	NP was Ved S	1	True	Someone was seen something happened.
26	2	9	see	S, I V	4	True	Something happened, I see.
26	2	10	see	NP Ved NP that S[-tense]	1	True	Someone saw someone that something happen.
26	2	11	see	NP Ved NP VP	7	True	Someone saw someone do something.
26	2	12	see	NP Ved NP whether S	2	True	Someone saw someone whether something happened.
26	2	13	see	NP was Ved so	1	True	Someone was seen so.
26	2	14	see	NP was Ved about NP	6	True	Someone was seen about something.
26	2	15	see	NP Ved NP VPing	7	True	Someone saw someone doing something.
26	2	16	see	NP Ved that S[+future]	6	True	Someone saw that something would happen.
26	2	17	see	NP Ved to VP[-eventive]	2	True	Someone saw to have something.
26	2	18	see	NP was Ved that S	2	True	Someone was seen that something happened.
26	2	19	see	NP Ved NP to VP[-eventive]	2	True	Someone saw someone to have something.
26	2	20	see	NP Ved NP that S	1	True	Someone saw someone that something happened.
26	2	21	see	NP was Ved to VP[-eventive]	5	True	Someone was seen to have something.
26	2	22	see	NP was Ved whether S[+future]	1	True	Someone was seen whether something would happen.
26	2	23	see	NP Ved VPing	1	True	Someone saw doing something.
26	2	24	see	NP was Ved whether S	1	True	Someone was seen whether something happened.
26	2	25	see	NP Ved NP to VP[+eventive]	7	True	Someone saw someone to do something.
26	2	26	see	NP Ved NP whether S[+future]	1	True	Someone saw someone whether something would happen.
26	2	27	see	NP Ved about whether S	2	True	Someone saw about whether something happened.
26	2	28	see	NP Ved to NP that S[+future]	1	True	Someone saw to someone that something would happen.
26	2	29	see	NP Ved to VP[+eventive]	4	True	Someone saw to do something.
26	2	30	see	NP Ved NP that S[+future]	1	True	Someone saw someone that something would happen.
26	2	31	see	NP Ved whether to VP	5	True	Someone saw whether to do something.
26	2	32	see	NP was Ved that S[+future]	1	True	Someone was seen that something would happen.
26	2	33	see	NP Ved for NP to VP	3	True	Someone saw for something to happen.
26	2	34	see	NP was Ved whichNP to VP	1	True	Someone was seen which thing to do.
26	2	35	see	NP Ved whichNP S	6	True	Someone saw which thing happened.
26	2	36	see	NP Ved to NP that S	2	True	Someone saw to someone that something happened.
26	2	37	see	NP Ved whether S	6	True	Someone saw whether something happened.
26	2	38	see	NP Ved that S	7	True	Someone saw that something happened.
26	2	39	see	NP Ved to NP that S[-tense]	1	True	Someone saw to someone that something happen.
26	2	40	see	NP Ved NP to NP	1	True	Someone saw something to someone.
26	2	41	see	NP Ved whichNP to VP	7	True	Someone saw which thing to do.
26	2	42	see	NP was Ved about whether S	3	True	Someone was seen about whether something happened.
26	2	43	see	NP Ved to NP whether S	1	True	Someone saw to someone whether something happened.
26	2	44	see	NP was Ved whether to VP	2	True	Someone was seen whether to do something.
26	2	45	see	NP Ved S	3	True	Someone saw something happened.
26	2	46	see	NP Ved to NP whether S[+future]	1	True	Someone saw to someone whether something happen.
26	2	47	see	NP was Ved that S[-tense]	2	True	Someone was seen that something happen.
26	2	48	see	NP was Ved to VP[+eventive]	6	True	Someone was seen to do something.
26	2	49	see	NP Ved about NP	6	True	Someone saw about something.
26	2	50	see	NP Ved whether S[+future]	7	True	Someone saw whether something would happen.
6	3	1	need	NP Ved NP	7	True	Someone needed something.
6	3	2	need	NP was Ved	7	True	Someone was needed.
6	3	3	need	NP Ved	5	True	Someone needed.
6	3	4	need	NP Ved NP whichNP S	1	True	Someone needed someone which thing happened.
6	3	5	need	NP Ved so	1	True	Someone needed so.
6	3	6	need	NP was Ved whichNP S	1	True	Someone was needed which thing happened.
6	3	7	need	NP Ved that S[-tense]	5	True	Someone needed that something happen.
6	3	8	need	NP was Ved S	1	True	Someone was needed something happened.
6	3	9	need	S, I V	1	True	Something happened, I need.
6	3	10	need	NP Ved NP that S[-tense]	1	True	Someone needed someone that something happen.
6	3	11	need	NP Ved NP VP	7	True	Someone needed someone do something.
6	3	12	need	NP Ved NP whether S	2	True	Someone needed someone whether something happened.
6	3	13	need	NP was Ved so	7	True	Someone was needed so.
6	3	14	need	NP was Ved about NP	1	True	Someone was needed about something.
6	3	15	need	NP Ved NP VPing	7	True	Someone needed someone doing something.
6	3	16	need	NP Ved that S[+future]	5	True	Someone needed that something would happen.
6	3	17	need	NP Ved to VP[-eventive]	7	True	Someone needed to have something.
6	3	18	need	NP was Ved that S	1	True	Someone was needed that something happened.
6	3	19	need	NP Ved NP to VP[-eventive]	7	True	Someone needed someone to have something.
6	3	20	need	NP Ved NP that S	2	True	Someone needed someone that something happened.
6	3	21	need	NP was Ved to VP[-eventive]	5	True	Someone was needed to have something.
6	3	22	need	NP was Ved whether S[+future]	1	True	Someone was needed whether something would happen.
6	3	23	need	NP Ved VPing	2	True	Someone needed doing something.
6	3	24	need	NP was Ved whether S	1	True	Someone was needed whether something happened.
6	3	25	need	NP Ved NP to VP[+eventive]	7	True	Someone needed someone to do something.
6	3	26	need	NP Ved NP whether S[+future]	1	True	Someone needed someone whether something would happen.
6	3	27	need	NP Ved about whether S	1	True	Someone needed about whether something happened.
6	3	28	need	NP Ved to NP that S[+future]	1	True	Someone needed to someone that something would happen.
6	3	29	need	NP Ved to VP[+eventive]	7	True	Someone needed to do something.
6	3	30	need	NP Ved NP that S[+future]	1	True	Someone needed someone that something would happen.
6	3	31	need	NP Ved whether to VP	1	True	Someone needed whether to do something.
6	3	32	need	NP was Ved that S[+future]	1	True	Someone was needed that something would happen.
6	3	33	need	NP Ved for NP to VP	7	True	Someone needed for something to happen.
6	3	34	need	NP was Ved whichNP to VP	1	True	Someone was needed which thing to do.
6	3	35	need	NP Ved whichNP S	1	True	Someone needed which thing happened.
6	3	36	need	NP Ved to NP that S	1	True	Someone needed to someone that something happened.
6	3	37	need	NP Ved whether S	3	True	Someone needed whether something happened.
6	3	38	need	NP Ved that S	6	True	Someone needed that something happened.
6	3	39	need	NP Ved to NP that S[-tense]	1	True	Someone needed to someone that something happen.
6	3	40	need	NP Ved NP to NP	1	True	Someone needed something to someone.
6	3	41	need	NP Ved whichNP to VP	1	True	Someone needed which thing to do.
6	3	42	need	NP was Ved about whether S	1	True	Someone was needed about whether something happened.
6	3	43	need	NP Ved to NP whether S	1	True	Someone needed to someone whether something happened.
6	3	44	need	NP was Ved whether to VP	3	True	Someone was needed whether to do something.
6	3	45	need	NP Ved S	3	True	Someone needed something happened.
6	3	46	need	NP Ved to NP whether S[+future]	1	True	Someone needed to someone whether something happen.
6	3	47	need	NP was Ved that S[-tense]	1	True	Someone was needed that something happen.
6	3	48	need	NP was Ved to VP[+eventive]	7	True	Someone was needed to do something.
6	3	49	need	NP Ved about NP	2	True	Someone needed about something.
6	3	50	need	NP Ved whether S[+future]	1	True	Someone needed whether something would happen.
17	3	1	need	NP Ved NP	7	True	Someone needed something.
17	3	2	need	NP was Ved	7	True	Someone was needed.
17	3	3	need	NP Ved	1	True	Someone needed.
17	3	4	need	NP Ved NP whichNP S	1	True	Someone needed someone which thing happened.
17	3	5	need	NP Ved so	1	True	Someone needed so.
17	3	6	need	NP was Ved whichNP S	1	True	Someone was needed which thing happened.
17	3	7	need	NP Ved that S[-tense]	6	True	Someone needed that something happen.
17	3	8	need	NP was Ved S	1	True	Someone was needed something happened.
17	3	9	need	S, I V	1	True	Something happened, I need.
17	3	10	need	NP Ved NP that S[-tense]	1	True	Someone needed someone that something happen.
17	3	11	need	NP Ved NP VP	6	True	Someone needed someone do something.
17	3	12	need	NP Ved NP whether S	1	True	Someone needed someone whether something happened.
17	3	13	need	NP was Ved so	1	True	Someone was needed so.
17	3	14	need	NP was Ved about NP	7	True	Someone was needed about something.
17	3	15	need	NP Ved NP VPing	6	True	Someone needed someone doing something.
17	3	16	need	NP Ved that S[+future]	2	True	Someone needed that something would happen.
17	3	17	need	NP Ved to VP[-eventive]	7	True	Someone needed to have something.
17	3	18	need	NP was Ved that S	1	True	Someone was needed that something happened.
17	3	19	need	NP Ved NP to VP[-eventive]	7	True	Someone needed someone to have something.
17	3	20	need	NP Ved NP that S	1	True	Someone needed someone that something happened.
17	3	21	need	NP was Ved to VP[-eventive]	7	True	Someone was needed to have something.
17	3	22	need	NP was Ved whether S[+future]	1	True	Someone was needed whether something would happen.
17	3	23	need	NP Ved VPing	2	True	Someone needed doing something.
17	3	24	need	NP was Ved whether S	1	True	Someone was needed whether something happened.
17	3	25	need	NP Ved NP to VP[+eventive]	7	True	Someone needed someone to do something.
17	3	26	need	NP Ved NP whether S[+future]	1	True	Someone needed someone whether something would happen.
17	3	27	need	NP Ved about whether S	1	True	Someone needed about whether something happened.
17	3	28	need	NP Ved to NP that S[+future]	1	True	Someone needed to someone that something would happen.
17	3	29	need	NP Ved to VP[+eventive]	7	True	Someone needed to do something.
17	3	30	need	NP Ved NP that S[+future]	1	True	Someone needed someone that something would happen.
17	3	31	need	NP Ved whether to VP	1	True	Someone needed whether to do something.
17	3	32	need	NP was Ved that S[+future]	1	True	Someone was needed that something would happen.
